mass,width,length_cm,wavelength,bounciness,recoil,condensation,distance,target,location_Belgium,location_China,location_France,location_Germany,location_India,location_Italy,location_Japan,location_Russia,location_South Korea,location_United Kingdom,location_United States,surface_bumpy,surface_flat,surface_matte,surface_shiny,surface_spiky
551,150,141,587,35.51,65.01,49.21,34.32,widget1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,188,140,476,56.65,46.48,61.57,42.13,widget2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
441,121,159,672,58.82,58.19,32.02,52.93,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
377,89,123,551,54.04,49.18,69.27,18.49,widget4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
574,176,92,377,67.05,69.54,26.55,49.2,widget3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
149,154,144,290,32.2,82.26,18.36,42.2,widget7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
621,111,136,590,89.61,44.22,74.56,23.08,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
524,145,136,730,68.37,56.45,62.6,23.34,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
280,128,74,677,68.54,61.48,42.23,46.71,widget3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
667,197,51,597,71.23,45.54,16.3,40.14,widget3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
472,159,87,554,55.71,49.87,15.82,48.61,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
611,154,110,644,67.46,54.9,78.74,53.34,widget2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
562,111,150,632,26.65,39.82,50.5,38.79,widget1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
353,138,166,582,39.37,47.83,52.2,50.42,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
434,129,69,513,48.78,44.96,42.46,34.47,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
320,158,122.567045,636,27.46,63.25,45.47,37.82,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
567,115,149,474,39.34,59.35,20.14,38.8,widget7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
494,111,114,654,48.82,44.62,58.55,12.87,widget4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
679,133,136,689,63.53,59.58,75.05,27.64,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
742,106,143,749,59.23,58.83,69.96,17.11,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
366,83,99,511,67.45,43.92,67.46,20.92,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
521,151,137,696,77.27,27.68,58.52,25.14,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
492,159,84,383,25.3,41.33,64.58,26.35,widget5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
538,144,82,705,59.69,32.2,21.28,55.88,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
541,148,81,484,42.15,69.15,42.12,54.45,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
516,143,106,483,71.7,62.27,42.21,49.59,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
514,98,122.567045,467,66.81,51.41,60.63,57.68,widget6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
342,181,124,654,52.64,42.3,49.01,47.77,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
455,156,129,647,38.08,56.62,39.29,48.25,widget1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
416,122,144,621,30.16,53.92,25.64,46.74,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
566,87,126,694,63.62,37.13,55.21,21.38,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
329,124,138,542,62.82,70.66,69.66,15.85,widget4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
410,139,125,616,54.86,45.86,68.36,27.62,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
441,129,166,588,26.94,73.58,39.06,51.45,widget7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
203,124,162,377,36.6,56.1,22.41,49.73,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
425,119,154,784,18.22,36.68,49.09,43.13,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
498,161,100,515,67.51,47.67,39.27,55.22,widget3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
408,187,119,597,34.87,51.83,69.59,34.89,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
441,137,146,493,40.01,54.34,54.02,51.77,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
385,87,146,466,26.29,58.92,34.49,43.48,widget1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
109,154,77,394,79.04,17.3,53.44,21.41,widget5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
174,169,98,650,59.77,26.89,47.02,37.79,widget5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
209,162,149,718,42.21,79.02,57.29,55.98,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
427,139,128,493,59.43,48.05,26.77,52.76,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
655,118,128,529,68.36,54.42,56.56,30.84,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
559,164,63,699,62.22,41.67,26.46,52.24,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
477,189,115,483,55.85,22.82,69.45,27.41,widget2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
215,115,163,712,51.92,77.02,35.15,49.16,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
511,172,93,624,80.17,40.88,34.57,41.58,widget3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
369,221,105,507,49.77,57.1,40.24,43.44,widget2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
476,126,166,523,42.1,43.4,60.16,40.57,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
349,133,152,475,70.61,57.75,47.25,58.1,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
471,202,110,522,78.06,20.17,80.69,40.51,widget2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
445,128,146,456,68.97,34.52,82.62,37.54,widget2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
720,157,88,594,74.08,57.32,34.14,42.22,widget3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
546,175,92,541,53.56,58.61,14.21,36.8,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
143,156,91,339,50.65,33.87,70.99,31.31,widget5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
475,167,141,686,58.96,63.79,42.16,54.6,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
443,187,78,597,81.56,54.08,46.8,49.6,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
610,99,145,705,54.66,31.95,58.21,5.93,widget4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
464,174,117,707,64.79,40.67,80.98,38.95,widget2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
331,179,122.567045,658,79.34,58.88,15.22,41.75,widget3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
438,105,148,635,63.53,58.97,40.93,54.37,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
237,84,148,766,58.99,38.18,34.16,40.86,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
677,88,138,557,39.23,33.81,33.81,49.74,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
324,158,97,303,64.7,26.51,50.84,22.11,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
302,128,123,619,47.13,75.48,30.61,45.97,widget6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
683,150,129,779,54.79,42.74,40.44,20.6,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
504,177,131,643,72.13,40.23,76.87,33.39,widget2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
604,76,132,859,72.96,33.42,58.39,26.21,widget4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
205,86,143,755,36.48,78.5,34.57,51.43,widget7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
333,124,149,525,34.74,82.12,67.05,42.31,widget6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
351,186,137,616,72.67,48.9,53.47,29.82,widget2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
671,205,113,515,56.6,47.48,75.04,46.36,widget2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
559,107,93,476,46.95,47.43,24.22,45.13,widget3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
140,129,79,487,71.03,45.46,68.19,19.05,widget5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
380,130,88,668,71.94,39.21,61.68,23.83,widget5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
436,175,55,463,51.22,62.2,20.38,39.57,widget3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
422,100,149,467,31.2,79.54,40.55,42.92,widget7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
324,130,173,583,42.24,77.75,48.22,49.01,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
515,111,156,572,32.29,70.64,40.46,47.2,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
554,139,91,696,65.8,48.27,23.78,37.78,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
423,131,92,495,65.68,43.12,77.56,20.75,widget5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
629,138,85,619,56.63,32.23,47.5,59.79,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
471,151,107,640,41.61,32.8,48.53,37.85,widget5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
408,173,102,556,74.07,51.2,80.41,26.69,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
253,121,98,550,28.5,25.18,60.95,25.13,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
574,158,137,593,54.39,51.58,65.61,56.35,widget6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
382,95,162,492,31.96,58.12,51.26,54.35,widget6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
234,130,112,515,40.57,37.01,62.06,30.92,widget5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
323,170,131,584,69.07,56.58,61.13,37.26,widget2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
565,201,115,670,49.4,37.97,72.23,32.95,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
295,126,147,581,49.59,48.75,28.09,43.25,widget7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
558,145,109,521,36.26,39.16,32.03,51.28,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
512,123,144,662,25.93,47,40.79,54.01,widget1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
90,146,172,329,48.18,75.06,43.08,48.49,widget7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
414,132,87,362,60.83,13.27,57.62,29.51,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
295,105,151,581,38.23,61.48,29.97,59.63,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,143,137,698,40.2,41.6,40.66,37.29,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
636,123,68,668,61.8,52.22,32.99,42.89,widget3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
563,194,114,442,41.8,26.83,55.24,31.56,widget2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
506,175,103,445,59.35,28.96,71.23,43.94,widget2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
565,178,107,465,80.43,39.21,57.01,32.51,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
245,164,69,466,72.01,49.69,60.6,25.04,widget5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
469,112,165,711,53.52,64.62,45.92,54.42,widget6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
483,166,70,565,82.43,41.71,26.97,44.02,widget3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
559,86,157,564,70.92,31.32,86.13,20.92,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
309,135,155,464,56.36,43.35,32.64,35,widget1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
402,194,144,635,49.75,24.7,53.79,42.35,widget2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
367,138,112,479,62.42,68.27,73.14,17.94,widget4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
379,124,101,523,59.35,24.07,74.49,32.6,widget5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
586,172,127,594,56.72,26.14,77.24,22.71,widget2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
757,150,118,569,64.33,66.76,72.68,24.8,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
525,103,120,583,77.46,67.19,49.82,8.47,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
269,116,78,451,54.51,51.15,48.74,32.98,widget5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
485,213,121,514,96.21,57.38,54.29,41.05,widget2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
426,127,165,367,29.37,75.06,50.65,38.69,widget7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
534,171,145,570,64.12,29.83,63.97,36.74,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
283,132,139,612,45.31,49.05,65.3,52.76,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
255,91,152,445,43.36,49.26,26.45,57.21,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
480,189,92,522,35.13,42.72,16.98,37.72,widget3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
535,130,124,556,75.99,77.13,52.55,26.37,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
601,100,127,654,37.37,57.14,44.18,40.38,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
481,126,125,542,46.05,51.39,53.43,47.11,widget6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
493,144,68,450,54.26,31.3,49.87,23.7,widget5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
346,154,108,545,53,14.93,68.73,25.9,widget5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
161,84,143,566,41.63,84.14,47.59,42.21,widget7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
404,164,72,509,80.88,47.93,17.39,46.32,widget3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
327,134,151,516,50.94,74.66,45.42,51.98,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
234,129,135,694,35.69,70.8,40.49,51.82,widget6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
627,105,145,528,40.51,57.07,30.58,36.42,widget1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
261,166,93,485,58.95,19.62,69.26,25.05,widget5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
553,102,135,577,37.67,63.25,39.8,35.28,widget1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
506,115,123,623,54.81,37.67,58.56,54.23,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
308,84,130,652,25.53,55.76,37.78,36.86,widget1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
430,162,85,623,59.32,68.63,42.73,53.23,widget3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
456,125,122.567045,564,57.11,85.83,40.54,56.9,widget6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
579,137,117,609,50.59,63.32,44.91,58.5,widget6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
504,105,135,653,65.23,47.37,78.22,28.72,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
419,111,141,695,28.78,61,54.08,36.36,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
619,145,122.567045,527,64.11,59.3,12.4,54.95,widget3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
547,121,145,353,38.39,57.35,52.78,53.12,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
470,140,120,472,31.53,66.36,33.79,37.38,widget1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
658,69,126,495,60.81,49.29,64.67,22.29,widget4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
621,142,137,728,39.75,40.08,22.61,47.4,widget1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
96,123,163,348,20.39,58.07,33.27,33.44,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
323,195,116,514,57.54,38.13,52.01,41.16,widget2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
639,170,134,478,72.12,28.02,86.2,44.33,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
410,128,173,392,53.88,51.5,56.07,53.93,widget6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
435,139,156,637,49.03,59.44,44.03,41.99,widget7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
597,104,99,532,69.99,35.85,58.82,31.6,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
444,195,118,548,56.87,23.69,75.17,30.81,widget2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
254,148,168,549,27.37,70.59,45.7,44.16,widget7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
567,159,105,611,48.47,29.15,73.59,28.21,widget2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
383,120,114,460,70.56,50.83,52.79,44.14,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
472,97,145,642,4.6,76.1,28.1,54.96,widget7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
485,184,122,388,78.2,54.43,46.44,32.17,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
238,136,85,549,33.84,15.24,60.76,26.3,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
363,83,124,703,46.11,42.33,33.88,37.09,widget1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
535,126,140,575,33.12,25.55,43.96,49.65,widget1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
450,90,144,575,37.39,37.24,46.61,42.48,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
549,113,168,557,55.86,61.73,32.62,52.38,widget1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
271,120,88,495,48.05,54.23,23.97,44.75,widget3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
478,111,141,613,85.58,46.25,72.41,27.22,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
498,144,151,627,37.18,35.64,43.25,47.86,widget1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
625,189,86,550,70.28,39.86,75.29,33.18,widget2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
439,140,128,535,71.43,42.28,42.48,30.15,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
361,205,130,430,75.14,35.36,71.6,43.05,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
519,105,98,551,48,25.69,53.96,48.26,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
618,157,151,672,74.37,57.28,64.94,45.65,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
708,64,131,575,30.97,58.25,52.76,41.8,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,133,158,471,57.78,86.9,35.47,42.95,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
456,188,133,414,76.48,41.2,77.23,38.88,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
654,104,142,622,52.26,47.12,51.65,46.18,widget6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
484,141,125,571,70.55,26.44,61.64,38.26,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
594,170,138,500,73.92,52.52,63.48,37.08,widget2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
269,175,60,622,60.81,30.62,16.95,44.01,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
365,187,119,636,67.53,35.42,73.65,55.22,widget2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
599,157,82,570,81.44,56.17,20.46,50.21,widget3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
275,117,162,498,55.2,64.78,43.62,40.41,widget7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
448,66,134,749,32.1,40.32,33.72,41.63,widget1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
323,163,84,659,67.26,52.54,28.31,33.63,widget3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
466,165,134,569,62.51,38.2,58.8,32.05,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
618,87,127,735,66.25,16.32,63.71,10.33,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
538,175,156,412,67.64,78.07,52.58,58.89,widget6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
340,144,67,534,75.88,46.72,33.83,40.63,widget3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
607,186,115,459,47.91,31.97,76.31,37.51,widget2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
389,155,165,641,32.29,61.96,40.49,47.17,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
456,157,91,697,58.67,65.51,29.13,45.2,widget3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
445,108,122,643,63.15,39.47,70.11,26.99,widget4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
751,116,151,485,67.75,46.47,47.36,21.35,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
368,182,126,597,67.83,48.96,79.31,35.46,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
579,99,134,565,77.45,45.16,76.49,27.99,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
342,182,95,516,39.69,31.3,64.57,34.89,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
314,88,127,625,78.62,48.43,72.69,23.62,widget4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
497,107,88,709,61.39,61.98,27.67,49.2,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
484,189,123,652,63.68,16.41,65.89,32.27,widget2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
420,194,112,457,71.41,57.79,58.19,42.36,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
413,121,132,457,64.62,80.8,46.86,61.29,widget6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
130,166,89,574,48.81,13.51,79.41,36.31,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
601,136,148,600,44.37,48.08,39.56,43.1,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
256,153,102,428,46.18,17.23,56.44,32.37,widget5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
373,112,75,439,49.88,21.53,73.49,22,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
667,138,138,452,31.35,52.24,42.28,58.24,widget1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
600,181,134,470,40.4,33.75,64.3,39.46,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
335,127,122.567045,539,46.39,66.75,52.4,38.04,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
339,118,193,704,44.08,81.86,36.89,54.62,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
376,114,78,415,54.93,29.56,67.42,25.82,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
337,132,146,596,33.74,63.69,32.14,54.37,widget1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
530,163,87,613,74.7,43.68,46.21,52.11,widget3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
456,93,114,709,66.19,32.8,57.15,29.82,widget4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
270,150,97,427,48.01,32.04,70.62,30.97,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
313,93,161,489,38.84,37.03,62.53,61.52,widget6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
712,122,124,548,57.96,53.87,79.34,28.41,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
237,102,158,551,27.93,67.84,34.31,36.17,widget7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
402,161,94,424,53.04,42.13,75.41,26.94,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
485,207,122,377,62.25,37.99,67.79,45,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
223,133,152,647,30.99,55.37,23.1,40.65,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
298,125,159,471,43.72,77.52,42.11,54.91,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
430,138,112,588,48.62,41.91,66.58,40.62,widget2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
292,157,131,659,39.65,65.92,56.99,65.42,widget6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
435,140,160,468,60.17,51.35,54.43,62.83,widget6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
665,103,129,469,59.06,47.29,78.46,27.31,widget4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
374,176,81,450,61.64,47.37,26.87,40.88,widget3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
381,161,97,391,45.17,24.49,46.69,29.68,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
683,112,113,727,50.03,56.12,29.41,55.14,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
290,156,155,667,43.7,54.23,55.8,48.15,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
246,156,145,613,62.71,65.93,69.96,56.94,widget6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
398,143,146,594,39.52,60.58,30.89,54.11,widget6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
403,122,122.567045,672,66.42,71.21,27.96,58.12,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
247,169,85,263,56.79,24.17,56.75,23.38,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
